canonical_paper_id,title,venue,year,paper_type,doi
sen_1985_the-moral-standing-of-the-market,The Moral Standing of the Market,Social Philosophy and Policy,1985,published,
sen_1985_wellbeing-agency-and-freedom-the-dewey-lectures-1984,"Well-being, Agency and Freedom: The Dewey Lectures 1984",Journal of Philosophy,1985,published,
sen_1985_women-technology-and-sexual-divisions,"Women, Technology and Sexual Divisions","Trade and Development, United Nations, New York",1985,published,
sen_1986_adam-smiths-prudence,Adam Smith's Prudence,Theory and Reality in Development,1986,published,
sen_1986_africa-and-india-what-do-we-have-to-learn-from-each-other,Africa and India: What Do We Have to Learn from Each Other,"Proceedings of the Eighth World Congress of the International Economic Association, 1",1986,published,
sen_1986_economic-distance-and-the-living-standard,Economic Distance and the Living Standard,World Economy in Transition,1986,published,
sen_1986_famine-and-fraternity,Famine and Fraternity,London Review of Books,1986,published,
sen_1986_food-economics-and-entitlements,"Food, Economics and Entitlements",Lloyd Bank Review,1986,published,
sen_1986_foundations-of-social-choice-theory-an-epilogue,Foundations of Social Choice Theory: An Epilogue,Foundations of Social Choice Theory,1986,published,
sen_1986_information-and-invariance-in-normative-choice,Information and Invariance in Normative Choice,"Social Choice and Public Decision Making: Essays in Honor of Kenneth J. Arrow, vol.1",1986,published,
sen_1986_planning-and-the-judgment-of-economic-progress,Planning and the Judgment of Economic Progress,"Review of Indian Planning Process, Proceedings of the Golden Jubilee Celebrations of the Indian Statistical Institute",1986,published,
sen_1986_prediction-and-economic-theory,Prediction and Economic Theory,Philosophical Transactions of the Royal Society of London,1986,published,
sen_1986_rationality-interest-and-identity,"Rationality, Interest and Identity","Development, Democracy, and the Art of Trespassing",1986,published,
sen_1986_social-choice-theory,Social Choice Theory,"Handbook of Mathematical Economics, Vol. III",1986,published,
sen_1986_the-causes-of-famine-a-reply,The Causes of Famine: A Reply,Food Policy,1986,published,
sen_1986_the-concept-of-wellbeing,The Concept of Well-being,Essays on Economic Progress and Welfare: In Honour of I.G. Patel,1986,published,
sen_1986_the-right-to-take-personal-risks,The Right to Take Personal Risks,Values at Risk,1986,published,
sen_1986_the-standard-of-living,The Standard of Living,Tanner Lectures on Human Values VII,1986,published,
sen_1986_welfare-economics-and-the-real-world,Welfare Economics and the Real World,Frank Seidman Distinguished Award in Political Economy,1986,published,
sen_1987_goods-and-people,Goods and People,Proceedings of Seventh World Congress of the International Economic Association,1987,published,
sen_1987_hunger-and-entitlement,Hunger and Entitlement,,1987,working,
sen_1987_justice,Justice,The New Palgrave Dictionary of Economics,1987,published,
sen_1987_on-ethics-and-economics,On Ethics and Economics,Basil Blackwell,1987,published,
sen_1987_rational-behaviour,Rational Behaviour,The New Palgrave Dictionary of Economics,1987,published,
sen_1987_reply-famine-and-mr-bowbrick,Reply: Famine and Mr. Bowbrick,Food Policy,1987,published,
sen_1987_social-choice,Social Choice,The New Palgrave Dictionary of Economics,1987,published,
sen_1987_the-standard-of-living,The Standard of Living,Cambridge University Press,1987,published,
sen_1988_family-and-food-sexbias-in-poverty,Family and Food: Sex-Bias in Poverty,Rural Poverty in South Asia,1988,published,
sen_1988_freedom-of-choice-concept-and-content,Freedom of Choice: Concept and Content,European Economic Review,1988,published,
sen_1988_property-and-hunger,Property and Hunger,Economics and Philosophy,1988,published,
sen_1988_sri-lankas-achievements-how-and-when,Sri Lanka's Achievements: How and When,Rural Poverty in South Asia,1988,published,
sen_1988_the-concept-of-development,The Concept of Development,Handbook of Development Economics,1988,published,
sen_1989_cooperation-inequality-and-the-family,"Co-operation, Inequality and the Family",Rural Development and Population: Institutions and Policy,1989,published,
sen_1989_economic-methodology-heterogeneity-and-relevance,Economic Methodology: Heterogeneity and Relevance,Social Research,1989,published,
sen_1989_food-and-freedom,Food and Freedom,World Development,1989,published,
sen_1989_indian-development-lessons-and-nonlessons,Indian Development: Lessons and Non-Lessons,Daedalus,1989,published,
sen_1989_womens-survival-as-a-development-problem,Women's Survival as a Development Problem,Bulletin of the American Academy of Arts and Sciences,1989,published,
sen_1990_entitlements-and-the-chinese-famine,Entitlements and the Chinese Famine,Food Policy,1990,published,
sen_1990_food-entitlement-and-economic-chains,Food Entitlement and Economic Chains,Hunger in History,1990,published,
sen_1990_gender-and-cooperative-conflicts,Gender and Cooperative Conflicts,Persistent Inequalities,1990,published,
sen_1990_individual-freedom-as-a-social-commitment,Individual Freedom as a Social Commitment,,1990,working,
sen_1990_justice-means-versus-freedoms,Justice: Means versus Freedoms,Philosophy and Public Affairs,1990,published,
sen_1990_more-than-100-million-women-are-missing,More Than 100 Million Women Are Missing,,1990,working,
sen_1990_public-action-for-social-security,Public Action for Social Security,Social Security in Developing Countries,1990,published,
sen_1990_public-action-to-remedy-hunger,Public Action to Remedy Hunger,The Hunger Project,1990,published,
sen_1990_socialism-markets-and-democracy,"Socialism, Markets and Democracy",The Indian Economic Journal,1990,published,
sen_1990_the-political-economy-of-hunger,The Political Economy of Hunger,Clarendon Press,1990,published,
sen_1990_welfare-freedom-and-social-choice-a-reply,"Welfare, Freedom and Social Choice: A Reply",Recherches Economiques de Louvain,1990,published,
sen_1991_capability-and-wellbeing,Capability and Well-Being,The Quality of Life,1991,published,
sen_1991_money-and-value-on-the-ethics-and-economics-of-finance,Money and Value: On the Ethics and Economics of Finance,The First Baffi Lecture,1991,published,
sen_1991_on-the-darwinian-view-of-progress,On the Darwinian View of Progress,London Review of Books,1991,published,
sen_1991_rationality-ethics-and-economics,"Rationality, Ethics and Economics",Quarterly Review of the Labour Institute of Economic Research,1991,published,
sen_1991_social-valfard-social-welfare,"Social V\""alf\""ard [""Social Welfare""]",Annual Report of the Swedish Economic Council,1991,published,
sen_1991_the-nature-of-inequality,The Nature of Inequality,Issues in Contemporary Economics: Markets and Welfare,1991,published,
sen_1991_utility-ideas-and-terminology,Utility: Ideas and Terminology,Economics and Philosophy,1991,published,
sen_1991_welfare-economics-and-population-ethics,Welfare Economics and Population Ethics,"Nobel Jubilee Symposium on ""Population, Development and Welfare",1991,published,
sen_1991_welfare-preference-and-freedom,"Welfare, Preference and Freedom",Journal of Econometrics,1991,published,
sen_1991_what-did-you-learn-in-the-world-today,What Did You Learn in the World Today?,American Behavioral Scientist,1991,published,
sen_1992_inequality-reexamined,Inequality Reexamined,Clarendon Press,1992,published,
sen_1992_life-and-death-in-china-a-reply,Life and Death in China: A Reply,World Development,1992,published,
sen_1992_minimal-liberty,Minimal Liberty,Economica,1992,published,
sen_1992_missing-women,Missing Women,British Medical Journal,1992,published,
sen_1992_objectivity-and-position,Objectivity and Position,Lindley Lecture,1992,published,
sen_1992_the-political-economy-of-targeting,The Political Economy of Targeting,,1992,working,
sen_1993_capability-and-wellbeing,Capability and Well-Being,The Quality of Life,1993,published,
sen_1993_does-business-ethics-make-economic-sense,Does Business Ethics Make Economic Sense?,Journal of Business Ethics,1993,published,
sen_1993_india-and-the-west,India and the West,,1993,working,
sen_1993_indian-pluralism,Indian Pluralism,India International Centre Quarterly,1993,published,
sen_1993_internal-consistency-of-choice,Internal Consistency of Choice,Econometrica,1993,published,
sen_1993_life-expectancy-and-inequality-some-conceptual-issues,Life Expectancy and Inequality: Some Conceptual Issues,Development and Change,1993,published,
sen_1993_markets-and-freedoms,Markets and Freedoms,Oxford Economic Papers,1993,published,
sen_1993_on-corruption-and-organized-crime,On Corruption and Organized Crime,,1993,working,
sen_1993_positional-objectivity,Positional Objectivity,Philosophy and Public Affairs,1993,published,
sen_1993_sukhamoy-chakravarty-an-appreciation,Sukhamoy Chakravarty: An Appreciation,Sukhamoy Chakravarty,1993,published,
sen_1993_the-causation-and-prevention-of-famines-a-reply,The Causation and Prevention of Famines: A Reply,Journal of Peasant Studies,1993,published,
sen_1993_the-economics-of-life-and-death,The Economics of Life and Death,Scientific American,1993,published,
sen_1993_the-political-economy-of-hunger-on-reasoning-and-participati,The Political Economy of Hunger: On Reasoning and Participation,,1993,working,
sen_1993_the-quality-of-life,The Quality of Life,Clarendon Press,1993,published,
sen_1993_the-threats-to-secular-india,The Threats to Secular India,The New York Review of Books,1993,published,
sen_1994_amiya-kumar-dasgupta-an-obituary,Amiya Kumar Dasgupta: An Obituary,Economic Journal,1994,published,
sen_1994_economic-wealth-and-moral-sentiments,Economic Wealth and Moral Sentiments,,1994,working,
sen_1994_freedoms-and-needs,Freedoms and Needs,,1994,working,
sen_1994_growth-economics-what-and-why,Growth Economics: What and Why?,Economic Growth and the Structure of Long-term Development,1994,published,
sen_1994_markets-and-the-freedom-to-choose,Markets and the Freedom to Choose,The Ethical Foundations of the Market Economy,1994,published,
sen_1994_nonbinary-choice-and-preference-a-tribute-to-stig-kanger,Non-Binary Choice and Preference: A Tribute to Stig Kanger,"Logic, Methodology and Philosophy of Science IX",1994,published,
sen_1994_objectivity-and-position-assessment-of-health-and-wellbeing,Objectivity and Position: Assessment of Health and Well-Being,Health and Social Change in International Perspective,1994,published,
sen_1994_on-the-darwinian-view-of-progress-a-reply,On the Darwinian View of Progress: A Reply,Population and Development Review,1994,published,
sen_1994_population-and-reasoned-agency-food-fertility-and-economic-d,"Population and Reasoned Agency: Food, Fertility and Economic Development","Population, Economic Development, and the Environment",1994,published,
sen_1994_population-delusion-and-reality,Population: Delusion and Reality,"The New York Review of Books, 41",1994,published,
sen_1994_the-formulation-of-rational-choice,The Formulation of Rational Choice,"American Economic Review, Proceedings",1994,published,
sen_1994_thinking-about-human-rights-and-asian-values,Thinking About Human Rights and Asian Values,Human Rights Dialogue,1994,published,
sen_1994_wellbeing-capability-and-public-policy,"Well-Being, Capability and Public Policy",Giornale Degli Economisti e Annali di Economia,1994,published,
sen_1994_why-does-poverty-persist-in-rich-countries,Why Does Poverty Persist in Rich Countries?,Urban Poverty and Human Dignity,1994,published,
sen_1995_demography-and-welfare-economics,Demography and Welfare Economics,Empirica,1995,published,
sen_1995_economic-development-and-social-change-india-and-china-in-co,Economic Development and Social Change: India and China in Comparative Perspectives,Prospect,1995,published,
sen_1995_economic-regress-concepts-and-features,Economic Regress: Concepts and Features,Proceedings of the World Bank Annual Conference on Development Economics 1993,1995,published,
sen_1995_environmental-evaluation-and-social-choice-contingent-valuat,Environmental Evaluation and Social Choice: Contingent Valuation and the Market Analogy,The Japanese Economic Review,1995,published,
sen_1995_environmental-values-and-economic-reasoning,Environmental Values and Economic Reasoning,Nexus,1995,published,
sen_1995_gender-inequality-and-theories-of-justice,Gender Inequality and Theories of Justice,"Women, Culture and Development",1995,published,
sen_1995_how-to-judge-voting-schemes,How to Judge Voting Schemes,Journal of Economic Perspectives,1995,published,
sen_1995_moral-codes-and-economic-success,Moral Codes and Economic Success,Market Capitalism and Moral Values,1995,published,
sen_1995_mortality-as-an-indicator-of-economic-success-and-failure,Mortality as an Indicator of Economic Success and Failure,Innocenti Lecture,1995,published,
sen_1995_nobody-need-starve,Nobody Need Starve,Granta,1995,published,
sen_1995_on-the-delhi-school,On the Delhi School,Reflections on the Delhi School of Economics,1995,published,
sen_1995_rationality-and-social-choice,Rationality and Social Choice,American Economic Review,1995,published,
sen_1995_what-is-the-nature-of-the-population-problem-and-how-can-it-,What is the Nature of the Population Problem and How Can it be Solved?,Keio Economic Studies,1995,published,
sen_1996_agency-and-wellbeing-the-development-agenda,Agency and Well-Being: The Development Agenda,A Commitment to the World's Women,1996,published,
sen_1996_economic-interdependence-and-the-world-food-summit,Economic Interdependence and the World Food Summit,Development,1996,published,
sen_1996_famine-as-alienation,Famine as Alienation,"State, Market and Development: Essays in Honour of Rehman Sobhan",1996,published,
sen_1996_fertility-and-coercion,Fertility and Coercion,The University of Chicago Law Review,1996,published,
sen_1996_foreword,Foreword,Selected Letters of Rabindranath Tagore,1996,published,
sen_1996_freedom-capabilities-and-public-action-a-response,"Freedom, Capabilities and Public Action: A Response",Notizie di Politeia,1996,published,
sen_1996_health-inequality-and-welfare-economics,"Health, Inequality and Welfare Economics",B. G. Kumar Endowment Lecture 1995,1996,published,
sen_1996_is-the-idea-of-purely-internal-consistency-of-choice-bizarre,Is the Idea of Purely Internal Consistency of Choice Bizarre?,"World, Mind, and Ethics: Essays on the Ethical Philosophy of Bernard Williams",1996,published,
sen_1996_legal-rights-and-moral-rights-old-questions-and-new-problems,Legal Rights and Moral Rights: Old Questions and New Problems,Ratio Juris,1996,published,
sen_1996_objectivity-health-and-policy,"Objectivity, Health and Policy","Health, Poverty and Development in India",1996,published,
sen_1996_on-interpreting-indias-past,On Interpreting India's Past,"Nationalism, Democracy and Development",1996,published,
sen_1996_on-the-foundations-of-welfare-economics-utility-capability-a,"On the Foundations of Welfare Economics: Utility, Capability and Practical Reason","Ethics, Rationality and Economic Behavior",1996,published,
sen_1996_on-the-status-of-equality,On the Status of Equality,Political Theory,1996,published,
sen_1996_our-culture-their-culture,"Our Culture, Their Culture",Nandan,1996,published,
sen_1996_population-policy-authoritarianism-versus-cooperation,Population Policy: Authoritarianism versus Cooperation,,1996,working,
sen_1996_rationality-joy-and-freedom,"Rationality, Joy and Freedom",Critical Review,1996,published,
sen_1996_rights-formulation-and-consequences,Rights: Formulation and Consequences,Analyse and Kritik,1996,published,
sen_1996_secularism-and-its-discontents,Secularism and Its Discontents,Unravelling the Nation: Sectarian Conflict and India's Secular Identity,1996,published,
sen_1996_social-commitment-and-democracy-the-demands-of-equity-and-fi,Social Commitment and Democracy: The Demands of Equity and Financial Conservatism (Eva Colorni Memorial volume),Living as Equals,1996,published,
sen_1996_social-commitment-and-financial-conservatism,Social Commitment and Financial Conservatism,Il Mulino,1996,published,
sen_1996_the-concept-of-wealth,The Concept of Wealth,The Wealth of Nations in the Twentieth Century,1996,published,
sen_1997_development-thinking-at-the-beginning-of-the-21st-century,Development Thinking at the Beginning of the 21st Century,Economic and Social Development into the XXI Century,1997,published,
sen_1997_from-income-inequality-to-economic-inequality,From Income Inequality to Economic Inequality,Southern Economic Journal,1997,published,
sen_1997_human-capital-and-human-capability,Human Capital and Human Capability,World Development,1997,published,
sen_1997_human-rights-and-asian-values,Human Rights and Asian Values,,1997,working,
sen_1997_indian-development-selected-regional-perspectives,Indian Development: Selected Regional Perspectives,Oxford University Press,1997,published,
sen_1997_indian-traditions-and-western-imagination,Indian Traditions and Western Imagination,Daedalus,1997,published,
sen_1997_individual-preference-as-the-basis-of-social-choice,Individual Preference as the Basis of Social Choice,Social Choice Re-examined,1997,published,
sen_1997_inequality-unemployment-and-contemporary-europe,"Inequality, Unemployment and Contemporary Europe",International Labour Review,1997,published,
sen_1997_la-liberta-individuale-come-impegno-sociale,La libert\`a individuale come impegno sociale,Editori Laterza,1997,published,
sen_1997_maximization-and-the-act-of-choice,Maximization and the Act of Choice,Econometrica,1997,published,
sen_1997_quality-of-life-and-economic-evaluation,Quality of Life and Economic Evaluation,Academia Economic Papers,1997,published,
sen_1997_radical-needs-and-moderate-reforms,Radical Needs and Moderate Reforms,Indian Development: Selected Regional Perspectives,1997,published,
sen_1997_tagore-and-his-india,Tagore and His India,The New York Review of Books,1997,published,
sen_1997_the-vision-that-worked,The Vision That Worked,Times Literary Supplement,1997,published,
sen_1997_whats-the-point-of-a-development-strategy,What's the Point of a Development Strategy?,Development Strategy and the Management of the Market Economy,1997,published,
sen_1998_culture-and-identity,Culture and Identity,Little India,1998,published,
sen_1998_economics-business-principles-and-moral-sentiments,"Economics, Business Principles and Moral Sentiments",Business Ethics Quarterly,1998,published,
sen_1998_foreword,Foreword,"Economics, Values and Organization",1998,published,
sen_1998_human-development-and-financial-conservatism,Human Development and Financial Conservatism,World Development,1998,published,
sen_1998_india-what-prospects,India: What Prospects,Indian Horizons,1998,published,
sen_1998_laicismo-indiano,Laicismo Indiano,Feltrinelli,1998,published,
sen_1998_should-inequality-and-poverty-measures-be-decomposable-a-rep,Should Inequality and Poverty Measures be Decomposable? A Report on the Second Kumar Chakravarti Memorial Lecture,Calcutta Statistical Association Bulletin,1998,published,
sen_1998_this-cambridge-and-that,This Cambridge and That,Emmanuel Magazine,1998,published,
sen_1999_an-institutional-view-of-development-and-democracy-asias-pas,An Institutional View of Development and Democracy: Asia's Past and its Future,Yomiuri Shimbun forum session,1999,published,
sen_1999_beyond-the-crisis-development-strategies-in-asia,Beyond the Crisis: Development Strategies in Asia,Institute of Southeast Asian Studies,1999,published,
sen_1999_democracy-and-social-justice,Democracy and Social Justice,"Conference on Democracy, Market Economy and Development",1999,published,
sen_1999_democracy-as-a-universal-value,Democracy as a Universal Value,Journal of Democracy,1999,published,
sen_1999_development-as-freedom,Development as Freedom,Alfred Knopf,1999,published,
sen_1999_economics-and-health,Economics and Health,The Lancet,1999,published,
sen_1999_economics-and-the-value-of-freedom,Economics and the Value of Freedom,Civilization,1999,published,
sen_1999_eonomic-policy-and-equity-an-overview,Eonomic Policy and Equity: An Overview,Economic Policy and Equity,1999,published,
sen_1999_foreword,Foreword,Handbook of Income Inequality Measurement,1999,published,
sen_1999_galbraith-and-the-art-of-description,Galbraith and the Art of Description,Between Friends: Perspectives on John Kenneth Galbraith,1999,published,
sen_1999_health-in-development,Health in Development,,1999,working,
sen_1999_investing-in-early-childhood-its-role-in-development,Investing in Early Childhood: Its Role in Development,Annual Meeting of the Inter-American Development Bank and the Inter-American Investment Corporation,1999,published,
sen_1999_the-possibility-of-social-choice,The Possibility of Social Choice,American Economic Review,1999,published,
sen_1999_things-to-come,Things to Come,Predictions,1999,published,
sen_1999_work-and-rights,Work and Rights,International Labour Conference,1999,published,
sen_2000_a-decade-of-human-development,A Decade of Human Development,Journal of Human Development,2000,published,
sen_2000_business-ethics-and-economic-success,Business Ethics and Economic Success,Politeia,2000,published,
sen_2000_consequential-evaluation-and-practical-reason,Consequential Evaluation and Practical Reason,Journal of Philosophy,2000,published,
sen_2000_democracy-the-only-way-out-of-poverty,Democracy: The Only Way Out of Poverty,New Perspectives Quarterly,2000,published,
sen_2000_east-and-west-the-reach-of-reason,East and West: The Reach of Reason,New York Review of Books,2000,published,
sen_2000_economic-progress-and-health,Economic Progress and Health,"Poverty, Inequality and Health",2000,published,
sen_2000_education-in-keralas-development-towards-a-new-agenda,Education in Kerala's Development: Towards a New Agenda,,2000,working,
sen_2000_foreword,Foreword,"From Subsistence to Exchange, and Other Essays",2000,published,
sen_2000_global-doubts,Global Doubts,Harvard University Commencement Address,2000,published,
sen_2000_india-and-the-bomb,India and the Bomb,,2000,working,
sen_2000_india-through-its-calendars,India Through its Calendars,The Little Magazine,2000,published,
sen_2000_merit-and-justice,Merit and Justice,Meritocracy and Economic Inequality,2000,published,
sen_2000_population-and-gender-equity,Population and Gender Equity,,2000,working,
sen_2000_reason-before-identity,Reason before Identity,Romanes Lecture,2000,published,
sen_2000_social-exclusion-concept-application-and-scrutiny,"Social Exclusion: Concept, Application and Scrutiny","Office of Environment and Social Development, Asian Development Bank, Social Development Papers",2000,published,
sen_2000_social-justice-and-the-distribution-of-income,Social Justice and the Distribution of Income,"Handbook of Income Distribution, vol.1",2000,published,
sen_2000_the-discipline-of-costbenefit-analysis,The Discipline of Cost-Benefit Analysis,Journal of Legal Studies,2000,published,
sen_2000_the-plays-the-thing,The Play's The Thing,,2000,working,
sen_2001_a-world-not-neatly-divided,A World Not Neatly Divided,,2001,working,
sen_2001_adam-smiths-economics,Adam Smith's Economics,The Cambridge Companion to Adam Smith,2001,published,
sen_2001_apocalypse-then,Apocalypse Then,,2001,working,
sen_2001_global-inequality-and-persistent-conflicts,Global Inequality and Persistent Conflicts,War and Peace in the 20th Century and Beyond,2001,published,
sen_2001_globalization-value-and-ethics,Globalization: Value and Ethics,Journal of Legal Hermeneutics,2001,published,
sen_2001_history-and-the-enterprise-of-knowledge,History and the Enterprise of Knowledge,"Inaugural Address, Indian History Millennium Session",2001,published,
sen_2001_hunger-old-torments-and-new-blunders,Hunger: Old Torments and New Blunders,,2001,working,
sen_2001_other-people,Other People,"Proceedings of the British Academy, 111",2001,published,
sen_2001_ten-truths-about-globalization,Ten Truths About Globalization,,2001,working,
sen_2001_the-fear-of-freedom,The Fear of Freedom,Welfare State and Democracy in Crisis: Reforming the European Model,2001,published,
sen_2001_the-individual-and-the-world,The Individual and the World,Equality and the Modern Economy,2001,published,
sen_2001_the-many-faces-of-gender-inequality,The Many Faces of Gender Inequality,,2001,working,
sen_2002_democrary-and-its-global-roots,Democrary and Its Global Roots,,2002,working,
sen_2002_foreword,Foreword,Human Development: Concepts and Measure,2002,published,
sen_2002_globalization-inequality-and-global-protest,"Globalization, Inequality and Global Protest",Development,2002,published,
sen_2002_how-to-judge-globalism,How to Judge Globalism,The American Prospect,2002,published,
sen_2002_rationality-and-freedom,Rationality and Freedom,Harvard University Press,2002,published,
sen_2002_the-right-to-ones-identity,The Right to One's Identity,Frontline,2002,published,
sen_2003_continuing-the-conversation,Continuing the Conversation,Feminist Economics,2003,published,
sen_2003_debating-classic-culture,Debating Classic Culture,Challenge,2003,published,
sen_2003_democracy-and-its-global-root,Democracy and Its Global Root,,2003,working,
sen_2003_development-as-capability-expansion,Development as Capability Expansion,Readings in Human Development,2003,published,
sen_2003_missing-women-revisited,Missing Women Revisited,British Medical Journal,2003,published,
sen_2003_sraffa-wittgenstein-and-gramsci,"Sraffa, Wittgenstein, and Gramsci",Journal of Economic Literature,2003,published,
sen_2004_dialogue-capabilities-lists-and-public-reason-continuing-the,"Dialogue Capabilities, Lists, and Public Reason: Continuing the Conversation",Feminist Economics,2004,published,
sen_2004_elements-of-a-theory-of-human-rights,Elements of a Theory of Human Rights,Philosophy and Public Affairs,2004,published,
sen_2004_freedom-as-progress,Freedom as Progress,Finance \& Development,2004,published,
sen_2004_passage-to-china,Passage to China,,2004,working,
sen_2004_social-identity,Social Identity,Revue de Philosophie economique,2004,published,
sen_2004_whats-the-point-of-democracy,What's the Point of Democracy,American Academy of Arts and Sciences Bulletin,2004,published,
sen_2004_why-we-should-preserve-the-spotted-owl,Why We Should Preserve the Spotted Owl,London Review of Books,2004,published,
sen_2005_how-does-development-happen,How Does Development Happen?,Cato Journal,2005,published,
sen_2005_mary-mary-quite-contrary,"Mary, Mary, Quite Contrary",Feminist Economics,2005,published,
sen_2005_the-argumentative-indian,The Argumentative Indian,"Penguin Books Ltd., Farrar, Straus and Giroux",2005,published,
sen_2005_the-three-rs-of-reform,The Three R's of Reform,,2005,working,
sen_2005_walsh-on-sen-after-putnam,Walsh on Sen After Putnam,Review of Political Economy,2005,published,
sen_2006_chili-and-liberty,Chili and Liberty,,2006,working,
sen_2006_conceptualizing-and-measuring-poverty,Conceptualizing and Measuring Poverty,Poverty and Inequality,2006,published,
sen_2006_human-rights-and-the-limits-of-the-law,Human Rights and the Limits of the Law,Cardozo Law Review,2006,published,
sen_2006_identity-and-violence-the-illusion-of-destiny,Identity and Violence: The Illusion of Destiny,"W,W, Norton",2006,published,
sen_2006_normative-evaluation-and-legal-analogues,Normative Evaluation and Legal Analogues,Norms and the Law,2006,published,
sen_2006_our-past-and-present,Our Past and Present,Economic and Political Weekly,2006,published,
sen_2006_reason-freedom-and-wellbeing,"Reason, Freedom and Well-being",Utilitas,2006,published,
sen_2006_the-man-without-a-plan,The Man Without a Plan,Foreign Affairs,2006,published,
sen_2006_what-do-we-want-from-a-theory-of-justice,What Do We Want from a Theory of Justice?,Journal of Philosophy,2006,published,
sen_2007_asian-immensities,Asian Immensities,Sixtieth Anniversary United Nations Economic and Social Commission for Asia and Pacific,2007,published,
sen_2007_children-and-human-rights,Children and Human Rights,Indian Journal of Human Development,2007,published,
sen_2008_is-nationalism-a-boon-or-a-curse,Is Nationalism a Boon or a Curse?,Economic and Political Weekly,2008,published,
sen_2008_poverty-war-and-peace,"Poverty, War and Peace",The Little Magazine,2008,published,
sen_2008_violence-identity-and-poverty,"Violence, Identity and Poverty",Journal of Peace Research,2008,published,
sertel-yildiz_1998_the-lindahl-solution-with-changing-population-and-resources,The Lindahl Solution with Changing Population and Resources,Mathematical Social Sciences,1998,published,
sertel-yildiz_1999_doubleedged-population-monotonicity-of-walrasian-equilibrium,Double-Edged Population Monotonicity of Walrasian Equilibrium:  A Note on the Nature of Competition,Mathematical Social Sciences,1999,published,
sertel-yildiz_2003_the-impossibility-of-a-walrasian-bargaining-solution,The Impossibility of a Walrasian Bargaining Solution,Advances in Economic Design,2003,published,
sertel-yildiz_2004_core-is-manipulable-via-segmentation,Core is Manipulable via Segmentation,Journal of Economic Theory,2004,published,
sethi-yildiz_2012_public-disagreement,Public Disagreement,American Economic Journal: Microeconomics,2012,published,
sethi-yildiz_2029_communication-with-unknown-perspectives,Communication with Unknown Perspectives,Econometrica,2029,published,
sethi-yildiz_nodate_culture-and-communication,Culture and Communication,,,published,
shapiro-sun_2022_a-linear-panel-model-with-heterogeneous-coefficients-and-var,A linear panel model with heterogeneous coefficients and variation in exposure,Journal of Economic Perspectives,2022,published,
shapiro_2005_is-there-a-daily-discount-rate-evidence-from-the-food-stamp-,Is there a daily discount rate? Evidence from the food stamp nutrition cycle,Journal of Public Economics,2005,published,
shapiro_2006_smart-cities-quality-of-life-productivity-and-the-growth-eff,"Smart cities: Quality of life, productivity, and the growth effects of human capital",Review of Economics and Statistics,2006,published,
shapiro_2016_special-interests-and-the-media-theory-and-an-application-to,Special interests and the media: Theory and an application to climate change,Journal of Public Economics,2016,published,
shapiro_2017_is-big-data-a-big-deal-for-applied-microeconomics,Is big data a big deal for applied microeconomics?,Advances in Economics and Econometrics: Eleventh World Congress of the Econometric Society,2017,published,
shapiro_2026_introduction-to-quantitative-economics,Introduction to Quantitative Economics,MIT Press,2026,published,
shephard-sheppard_2010_realising-the-future-forecasting-with-high-frequency-based-v,Realising the future: forecasting with high frequency based volatility (HEAVY) models,Journal of Applied Econometrics,2010,published,
shephard-yang_2015_likelihood-inference-for-exponentialtrawl-processes,Likelihood Inference for Exponential-Trawl Processes,"The Fascination of Probability, Statistics and their Applications",2015,published,
shephard-yang_2017_continuous-time-analysis-of-fleeting-discrete-price-moves,Continuous time analysis of fleeting discrete price moves,Journal of the American Statistical Association,2017,published,
shephard_1990_the-singularvalue-decomposition-of-the-firstorder-difference,The singular-value decomposition of the first-order difference matrix,Econometric Theory,1990,published,
shephard_1991_from-characteristic-function-to-distribution-function-a-simp,From characteristic function to distribution function: a simple framework for the theory,Econometric Theory,1991,published,
shephard_1991_numerical-integration-rules-for-multivariate-inversions,Numerical integration rules for multivariate inversions,Journal of Statistical Computation and Simulation,1991,published,
shephard_1992_tabulation-of-farebrothers-test-for-linear-restrictions-in-l,Tabulation of Farebrother's test for linear restrictions in linear regression models under heteroscedasticity,Econometric Theory,1992,published,
shephard_1993_distribution-of-the-ml-estimator-of-a-ma1-and-a-local-level-,Distribution of the ML estimator of a MA(1) and a local level model,Econometric Theory,1993,published,
shephard_1993_fitting-nonlinear-time-series-models-with-applications-to-st,Fitting nonlinear time series models with applications to stochastic variance models,Journal of Applied Econometrics,1993,published,
shephard_1993_maximum-likelihood-estimation-of-regression-models-with-stoc,Maximum likelihood estimation of regression models with stochastic trend components,Journal of the American Statistical Association,1993,published,
shephard_1994_a-local-scale-model-state-space-alternatives-to-integrated-g,A local scale model: state space alternatives to integrated GARCH processes,Journal of Econometrics,1994,published,
shephard_1994_partial-nongaussian-time-series-models,Partial non-Gaussian time series models,Biometrika,1994,published,
shephard_1996_statistical-aspects-of-arch-and-stochastic-volatility,Statistical aspects of ARCH and stochastic volatility,"Time Series Models in Econometrics, Finance and Other Fields",1996,published,
shephard_1997_cointegration-and-dynamics-in-economics,Cointegration and dynamics in Economics,Journal of Econometrics,1997,published,
shephard_1999_state-space-modelling-and-simulation-filter-methods,State space modelling and simulation filter methods,Proceedings of 52nd session of International Statistica Institute,1999,published,
